state,district,forecast_period,forecast_severity_score,forecast_risk_category,forecast_enrol,forecast_demo,forecast_bio,current_trend
BIHAR,BHOJPUR,2_weeks_ahead,73.42735048653034,Emerging_Risk,676,4374,2029,accelerating_down
BIHAR,BUXAR,2_weeks_ahead,63.00088254196832,Watchlist,318,2673,1154,accelerating_down
BIHAR,DARBHANGA,2_weeks_ahead,79.30040930677842,Emerging_Risk,735,5815,4865,accelerating_down
BIHAR,GAYA,2_weeks_ahead,78.86025513410499,Emerging_Risk,1078,6162,3442,accelerating_down
BIHAR,GOPALGANJ,2_weeks_ahead,73.45175773945438,Emerging_Risk,534,4392,2396,accelerating_down
BIHAR,JAMUI,2_weeks_ahead,65.0848701656812,Watchlist,296,2096,2729,accelerating_down
BIHAR,JEHANABAD,2_weeks_ahead,59.92446920393166,Watchlist,158,1135,648,rising
BIHAR,KAIMUR (BHABUA),2_weeks_ahead,60.88368079312238,Watchlist,228,2536,1208,accelerating_down
BIHAR,KATIHAR,2_weeks_ahead,79.30594881151845,Emerging_Risk,707,5728,4562,accelerating_down
BIHAR,KHAGARIA,2_weeks_ahead,69.96045230227932,Watchlist,492,2778,2066,accelerating_down
BIHAR,KISHANGANJ,2_weeks_ahead,70.89739417790949,Emerging_Risk,320,2880,3920,accelerating_down
BIHAR,LAKHISARAI,2_weeks_ahead,53.86084064005794,Stable,178,1592,967,accelerating_down
BIHAR,MADHEPURA,2_weeks_ahead,71.1847208817784,Emerging_Risk,461,2883,2397,accelerating_down
BIHAR,MADHUBANI,2_weeks_ahead,80.93657321267993,Emerging_Risk,954,6284,5679,accelerating_down
BIHAR,MUNGER,2_weeks_ahead,56.700688246913565,Watchlist,200,1810,1019,accelerating_down
BIHAR,MUZAFFARPUR,2_weeks_ahead,79.73814599571082,Emerging_Risk,780,7242,3961,accelerating_down
BIHAR,NALANDA,2_weeks_ahead,71.18875301679589,Emerging_Risk,472,4275,2292,accelerating_down
BIHAR,NAWADA,2_weeks_ahead,69.90633794096232,Watchlist,525,3585,1966,accelerating_down
BIHAR,PASHCHIM CHAMPARAN,2_weeks_ahead,80.27606879250665,Emerging_Risk,1039,7492,4165,accelerating_down
BIHAR,PATNA,2_weeks_ahead,80.27777934837214,Emerging_Risk,900,9388,3853,accelerating_down
BIHAR,PURBI CHAMPARAN,2_weeks_ahead,80.96639074037346,Emerging_Risk,1084,9044,4678,accelerating_down
BIHAR,PURNIA,2_weeks_ahead,78.6320783769418,Emerging_Risk,705,5322,3974,accelerating_down
BIHAR,ROHTAS,2_weeks_ahead,72.45631353776145,Emerging_Risk,449,4753,2268,accelerating_down
BIHAR,SAHARSA,2_weeks_ahead,71.4501849169463,Emerging_Risk,512,2518,2521,accelerating_down
BIHAR,SAMASTIPUR,2_weeks_ahead,80.12200297995042,Emerging_Risk,981,7094,3837,accelerating_down
BIHAR,SARAN,2_weeks_ahead,79.43397292625912,Emerging_Risk,1051,6544,3529,accelerating_down
BIHAR,SHEIKHPURA,2_weeks_ahead,55.96670405383435,Watchlist,154,1022,935,stable
BIHAR,SHEOHAR,2_weeks_ahead,56.546987304027205,Watchlist,169,659,534,rising
BIHAR,SITAMARHI,2_weeks_ahead,79.65270523970044,Emerging_Risk,906,6324,4157,accelerating_down
BIHAR,SIWAN,2_weeks_ahead,75.88670712256611,Emerging_Risk,576,5348,2819,accelerating_down
BIHAR,SUPAUL,2_weeks_ahead,72.94250856261095,Emerging_Risk,523,3124,2633,accelerating_down
BIHAR,VAISHALI,2_weeks_ahead,78.90140360315148,Emerging_Risk,788,5828,3614,accelerating_down
Bihar,Arwal,2_weeks_ahead,17.216978494144627,Stable,0,4,3,accelerating_up
Bihar,Aurangabad,2_weeks_ahead,29.751698945481383,Stable,3,78,27,rising
Bihar,Banka,2_weeks_ahead,41.27070051049384,Stable,26,220,99,accelerating_up
Bihar,Begusarai,2_weeks_ahead,37.7213361185095,Stable,16,110,62,accelerating_up
Bihar,Bhagalpur,2_weeks_ahead,41.6832502630689,Stable,22,260,136,accelerating_up
Bihar,Bhojpur,2_weeks_ahead,28.488659810753933,Stable,5,24,18,accelerating_up
Bihar,East Champaran,2_weeks_ahead,16.052797862716822,Stable,0,22,7,stable
Bihar,Gaya,2_weeks_ahead,4.621511730885714,Stable,0,2,0,stable
Bihar,Jamui,2_weeks_ahead,40.44746832037812,Stable,17,189,166,accelerating_up
Bihar,Jehanabad,2_weeks_ahead,32.70938148626743,Stable,6,68,28,accelerating_up
Bihar,Khagaria,2_weeks_ahead,27.22141768190405,Stable,3,17,27,accelerating_up
Bihar,Kishanganj,2_weeks_ahead,40.637967976028605,Stable,33,231,537,stable
Bihar,Lakhisarai,2_weeks_ahead,32.58809832967907,Stable,12,57,23,accelerating_up
Bihar,Madhepura,2_weeks_ahead,48.8469133628168,Stable,92,342,298,accelerating_up
Bihar,Munger,2_weeks_ahead,41.72289917390175,Stable,20,236,154,accelerating_up
Bihar,Muzaffarpur,2_weeks_ahead,41.66200423796263,Stable,28,246,128,accelerating_up
Bihar,Nalanda,2_weeks_ahead,23.366266003851276,Stable,1,16,14,accelerating_up
Bihar,Nawada,2_weeks_ahead,16.96072811991524,Stable,1,10,8,rising
Bihar,Patna,2_weeks_ahead,43.07808288212702,Stable,32,384,144,accelerating_up
Bihar,Purnea,2_weeks_ahead,3.790700956569852,Stable,0,0,0,stable
Bihar,Purnia,2_weeks_ahead,42.722972817195995,Stable,33,220,203,accelerating_up
Bihar,Saharsa,2_weeks_ahead,31.738804086401306,Stable,13,28,20,accelerating_up
Bihar,Samastipur,2_weeks_ahead,33.79828034455438,Stable,8,83,37,accelerating_up
Bihar,Saran,2_weeks_ahead,31.14237275336296,Stable,5,47,31,accelerating_up
Bihar,Sheikhpura,2_weeks_ahead,14.650616028625294,Stable,0,14,11,accelerating_down
Bihar,Sitamarhi,2_weeks_ahead,22.95895070039697,Stable,2,9,18,accelerating_up
Bihar,Vaishali,2_weeks_ahead,36.446752942046814,Stable,17,88,57,accelerating_up
Bihar,West Champaran,2_weeks_ahead,28.719993965674774,Stable,3,36,20,accelerating_up
CHANDIGARH,CHANDIGARH,2_weeks_ahead,51.12344013983165,Stable,131,1834,685,accelerating_down
CHHATTISGARH,BALOD,2_weeks_ahead,56.74312707263763,Watchlist,91,1618,3014,accelerating_down
CHHATTISGARH,BALODA BAZAR,2_weeks_ahead,68.42660591478307,Watchlist,199,3939,4701,accelerating_down
CHHATTISGARH,BALRAMPUR,2_weeks_ahead,63.3506127739183,Watchlist,220,1855,2703,accelerating_down
CHHATTISGARH,BASTAR,2_weeks_ahead,54.612486216923024,Stable,155,454,552,rising
CHHATTISGARH,BEMETARA,2_weeks_ahead,60.5726569924149,Watchlist,130,1895,4008,accelerating_down
CHHATTISGARH,BIJAPUR,2_weeks_ahead,42.254449085720715,Stable,50,165,147,accelerating_up
CHHATTISGARH,BILASPUR,2_weeks_ahead,70.29120036730627,Emerging_Risk,242,3613,5663,accelerating_down
CHHATTISGARH,DANTEWADA,2_weeks_ahead,50.5957610168078,Stable,122,437,1188,stable
CHHATTISGARH,DHAMTARI,2_weeks_ahead,51.55666683331584,Stable,80,1134,2461,accelerating_down
CHHATTISGARH,DURG,2_weeks_ahead,67.85367130601361,Watchlist,209,2847,5913,accelerating_down
CHHATTISGARH,GARIYABAND,2_weeks_ahead,50.77200007739221,Stable,70,1306,2133,accelerating_down
CHHATTISGARH,GAURELLA PENDRA MARWAHI,2_weeks_ahead,47.55872992537931,Stable,45,1681,1095,accelerating_down
CHHATTISGARH,JANJGIR-CHAMPA,2_weeks_ahead,71.09993207279093,Emerging_Risk,224,4762,5373,accelerating_down
CHHATTISGARH,JASHPUR,2_weeks_ahead,58.19151854576014,Watchlist,143,2035,2252,accelerating_down
CHHATTISGARH,KABIRDHAM,2_weeks_ahead,63.38283561237652,Watchlist,147,2578,4314,accelerating_down
CHHATTISGARH,KANKER,2_weeks_ahead,48.591004054434364,Stable,82,1270,1363,accelerating_down
CHHATTISGARH,KONDAGAON,2_weeks_ahead,61.56573527173257,Watchlist,229,1994,2159,accelerating_down
CHHATTISGARH,KORBA,2_weeks_ahead,62.27991197858162,Watchlist,162,2472,2830,accelerating_down
CHHATTISGARH,KOREA,2_weeks_ahead,56.221926506275054,Watchlist,104,1818,2377,accelerating_down
CHHATTISGARH,MAHASAMUND,2_weeks_ahead,62.085469617265346,Watchlist,121,2894,3151,accelerating_down
CHHATTISGARH,MUNGELI,2_weeks_ahead,64.13183781617616,Watchlist,149,2564,3916,accelerating_down
CHHATTISGARH,NARAYANPUR,2_weeks_ahead,43.17227368477472,Stable,43,366,777,stable
CHHATTISGARH,RAIGARH,2_weeks_ahead,66.67114357981964,Watchlist,149,4171,4998,accelerating_down
CHHATTISGARH,RAIPUR,2_weeks_ahead,80.74761188971961,Emerging_Risk,972,7636,13109,accelerating_down
CHHATTISGARH,RAJNANDGAON,2_weeks_ahead,69.18082490476414,Watchlist,217,4785,4455,accelerating_down
CHHATTISGARH,SUKMA,2_weeks_ahead,43.62938840506769,Stable,23,276,486,accelerating_up
CHHATTISGARH,SURAJPUR,2_weeks_ahead,58.50969153187505,Watchlist,146,1856,2444,accelerating_down
CHHATTISGARH,SURGUJA,2_weeks_ahead,65.16306017627984,Watchlist,141,3636,4105,accelerating_down
Chhattisgarh,Baloda Bazar,2_weeks_ahead,41.06349424024768,Stable,11,309,278,rising
Chhattisgarh,Bastar,2_weeks_ahead,36.63009107083996,Stable,14,97,92,accelerating_up
Chhattisgarh,Bilaspur,2_weeks_ahead,28.745567195748187,Stable,1,47,123,rising
Chhattisgarh,Dakshin Bastar Dantewada,2_weeks_ahead,32.22959764627382,Stable,8,48,39,accelerating_up
Chhattisgarh,Dantewada,2_weeks_ahead,18.45222727707955,Stable,1,6,15,accelerating_up
Chhattisgarh,Korba,2_weeks_ahead,32.839929966647425,Stable,5,74,128,rising
Chhattisgarh,Raipur,2_weeks_ahead,40.78646579657042,Stable,17,224,910,stable
Chhattisgarh,Sukma,2_weeks_ahead,45.27077850444307,Stable,47,325,444,accelerating_up
DELHI,CENTRAL,2_weeks_ahead,50.71022887003645,Stable,128,1402,1106,accelerating_down
DELHI,EAST,2_weeks_ahead,56.92557928030367,Watchlist,178,2330,1018,accelerating_down
DELHI,NEW DELHI,2_weeks_ahead,52.08961430541084,Stable,154,1379,1006,accelerating_down
DELHI,NORTH,2_weeks_ahead,70.02371460345347,Emerging_Risk,334,2728,3148,accelerating_down
DELHI,NORTH EAST,2_weeks_ahead,71.43503348921543,Emerging_Risk,336,3159,3571,accelerating_down
DELHI,NORTH WEST,2_weeks_ahead,72.60296258813969,Emerging_Risk,401,3659,3101,accelerating_down
DELHI,SHAHDARA,2_weeks_ahead,47.52716506726397,Stable,92,977,1174,accelerating_down
DELHI,SOUTH,2_weeks_ahead,71.26167466824374,Emerging_Risk,386,3633,2422,accelerating_down
DELHI,SOUTH EAST,2_weeks_ahead,47.70786563896768,Stable,133,1112,647,declining
DELHI,SOUTH WEST,2_weeks_ahead,52.64707573740396,Stable,148,1688,875,accelerating_down
DELHI,WEST,2_weeks_ahead,75.6901142111228,Emerging_Risk,446,5077,3468,accelerating_down
GOA,NORTH GOA,2_weeks_ahead,42.97922506103697,Stable,43,631,577,stable
GOA,SOUTH GOA,2_weeks_ahead,39.419343254214375,Stable,36,833,621,accelerating_down
GUJARAT,AHMADABAD,2_weeks_ahead,80.44124732301808,Emerging_Risk,810,10128,7404,accelerating_down
GUJARAT,AMRELI,2_weeks_ahead,52.62205120889842,Stable,191,1208,1094,accelerating_down
GUJARAT,ANAND,2_weeks_ahead,63.14934872606497,Watchlist,315,1759,2014,accelerating_down
GUJARAT,ARVALLI,2_weeks_ahead,53.27040479634495,Stable,185,1074,1374,accelerating_down
GUJARAT,BANAS KANTHA,2_weeks_ahead,75.67354011577382,Emerging_Risk,653,3315,3798,accelerating_down
GUJARAT,BHARUCH,2_weeks_ahead,60.15345891974405,Watchlist,233,1731,1577,accelerating_down
GUJARAT,BHAVNAGAR,2_weeks_ahead,66.37958305632615,Watchlist,333,2305,2038,accelerating_down
GUJARAT,BOTAD,2_weeks_ahead,43.73178324497912,Stable,55,533,525,stable
GUJARAT,CHHOTAUDEPUR,2_weeks_ahead,46.79584679406718,Stable,139,768,975,accelerating_down
GUJARAT,DANG,2_weeks_ahead,38.87293655450276,Stable,35,175,358,stable
GUJARAT,DEVBHUMI DWARKA,2_weeks_ahead,46.06895497531048,Stable,103,837,1032,declining
GUJARAT,DOHAD,2_weeks_ahead,61.52222217738317,Watchlist,268,1293,2087,accelerating_down
GUJARAT,GANDHINAGAR,2_weeks_ahead,53.32982422573166,Stable,190,1504,1028,accelerating_down
GUJARAT,GIR SOMNATH,2_weeks_ahead,54.91552563039095,Stable,170,1058,1896,accelerating_down
GUJARAT,JAMNAGAR,2_weeks_ahead,57.077829344179264,Watchlist,184,1798,1295,accelerating_down
GUJARAT,JUNAGADH,2_weeks_ahead,56.75812044840864,Watchlist,206,1316,1590,accelerating_down
GUJARAT,KACHCHH,2_weeks_ahead,66.94240778101035,Watchlist,323,2373,2256,accelerating_down
GUJARAT,KHEDA,2_weeks_ahead,61.43042381254225,Watchlist,237,1761,1860,accelerating_down
GUJARAT,MAHESANA,2_weeks_ahead,50.43285876227296,Stable,159,1043,1119,accelerating_down
GUJARAT,MAHISAGAR,2_weeks_ahead,48.85568435460373,Stable,125,867,1355,accelerating_down
GUJARAT,MORBI,2_weeks_ahead,50.89235558378552,Stable,179,1071,893,accelerating_down
GUJARAT,NARMADA,2_weeks_ahead,40.485289227287296,Stable,71,497,634,declining
GUJARAT,NAVSARI,2_weeks_ahead,44.86227049758841,Stable,80,1116,747,accelerating_down
GUJARAT,PANCH MAHALS,2_weeks_ahead,55.05118637962497,Watchlist,189,1061,1777,accelerating_down
GUJARAT,PATAN,2_weeks_ahead,53.062022739481506,Stable,147,1294,1403,accelerating_down
GUJARAT,PORBANDAR,2_weeks_ahead,39.084174298449526,Stable,62,611,443,accelerating_down
GUJARAT,RAJKOT,2_weeks_ahead,69.99760002599103,Watchlist,321,3823,2500,accelerating_down
GUJARAT,SABAR KANTHA,2_weeks_ahead,52.20273869680204,Stable,149,1321,1161,accelerating_down
GUJARAT,SURAT,2_weeks_ahead,79.86045973506654,Emerging_Risk,651,9595,4580,accelerating_down
GUJARAT,SURENDRANAGAR,2_weeks_ahead,52.62536247062226,Stable,201,1223,1139,accelerating_down
GUJARAT,TAPI,2_weeks_ahead,39.57920997312289,Stable,60,459,731,accelerating_down
GUJARAT,VADODARA,2_weeks_ahead,72.50823137914072,Emerging_Risk,399,3608,3308,accelerating_down
GUJARAT,VALSAD,2_weeks_ahead,59.94034829243691,Watchlist,288,1479,1378,accelerating_down
Goa,South Goa,2_weeks_ahead,10.751386354695773,Stable,0,2,3,stable
Gujarat,Ahmadabad,2_weeks_ahead,24.378242507548215,Stable,1,15,18,accelerating_up
Gujarat,Ahmedabad,2_weeks_ahead,45.15456150811063,Stable,36,399,342,rising
Gujarat,Amreli,2_weeks_ahead,37.351106200641716,Stable,14,92,90,accelerating_up
Gujarat,Anand,2_weeks_ahead,10.524516406959622,Stable,0,3,3,stable
Gujarat,Bharuch,2_weeks_ahead,10.904040019392982,Stable,0,2,2,stable
Gujarat,Bhavnagar,2_weeks_ahead,15.199291546243671,Stable,0,6,10,stable
Gujarat,Botad,2_weeks_ahead,18.602729916624735,Stable,1,5,2,accelerating_up
Gujarat,Chhotaudepur,2_weeks_ahead,25.79009247875344,Stable,1,16,22,accelerating_up
Gujarat,Gandhinagar,2_weeks_ahead,28.40124806528804,Stable,3,31,19,accelerating_up
Gujarat,Gir Somnath,2_weeks_ahead,31.509438239868313,Stable,5,25,77,accelerating_up
Gujarat,Jamnagar,2_weeks_ahead,9.121421362170594,Stable,0,1,0,stable
Gujarat,Junagadh,2_weeks_ahead,35.648607297991504,Stable,7,62,110,accelerating_up
Gujarat,Kachchh,2_weeks_ahead,36.74856417267648,Stable,23,73,68,rising
Gujarat,Mahesana,2_weeks_ahead,43.75943168050258,Stable,100,816,764,accelerating_down
Gujarat,Mahisagar,2_weeks_ahead,28.937664418814542,Stable,3,20,49,accelerating_up
Gujarat,Narmada,2_weeks_ahead,32.673335609294796,Stable,6,47,47,accelerating_up
Gujarat,Navsari,2_weeks_ahead,22.03281364105949,Stable,1,32,21,stable
Gujarat,Panchmahals,2_weeks_ahead,25.762004900630668,Stable,1,68,93,stable
Gujarat,Porbandar,2_weeks_ahead,20.0725667007809,Stable,1,19,22,stable
Gujarat,Rajkot,2_weeks_ahead,32.627248488531905,Stable,6,57,49,accelerating_up
Gujarat,Surat,2_weeks_ahead,26.403249664986163,Stable,2,67,39,stable
Gujarat,Surendra Nagar,2_weeks_ahead,39.96273890431888,Stable,45,315,284,stable
Gujarat,Surendranagar,2_weeks_ahead,13.057795229320233,Stable,0,6,2,stable
Gujarat,Tapi,2_weeks_ahead,18.175946972097986,Stable,1,8,15,stable
Gujarat,Vadodara,2_weeks_ahead,32.81071923664791,Stable,3,91,62,accelerating_up
HARYANA,AMBALA,2_weeks_ahead,51.1298682026539,Stable,139,1042,1361,accelerating_down
HARYANA,BHIWANI,2_weeks_ahead,52.99910044018317,Stable,163,1012,1637,accelerating_down
HARYANA,CHARKI DADRI,2_weeks_ahead,44.17629052403787,Stable,54,637,554,stable
HARYANA,FARIDABAD,2_weeks_ahead,68.82014538631516,Watchlist,284,3407,2585,accelerating_down
HARYANA,FATEHABAD,2_weeks_ahead,51.72075225176408,Stable,144,990,1534,accelerating_down
HARYANA,GURUGRAM,2_weeks_ahead,62.64465950794108,Watchlist,221,2911,1516,accelerating_down
HARYANA,HISAR,2_weeks_ahead,58.37388677327104,Watchlist,201,1326,2068,accelerating_down
HARYANA,JHAJJAR,2_weeks_ahead,47.99137916481151,Stable,117,839,1156,accelerating_down
HARYANA,JIND,2_weeks_ahead,54.740160865830084,Stable,167,1094,2112,accelerating_down
HARYANA,KAITHAL,2_weeks_ahead,48.16821367576165,Stable,126,751,1496,accelerating_down
HARYANA,KARNAL,2_weeks_ahead,57.792690486410734,Watchlist,222,1161,1969,accelerating_down
HARYANA,KURUKSHETRA,2_weeks_ahead,46.82895697363258,Stable,102,707,1399,accelerating_down
HARYANA,MAHENDRAGARH,2_weeks_ahead,50.10593743912377,Stable,149,862,1313,accelerating_down
HARYANA,NUH,2_weeks_ahead,66.06511270938802,Watchlist,399,1920,1870,accelerating_down
HARYANA,PALWAL,2_weeks_ahead,55.87695932152825,Watchlist,234,1442,1428,accelerating_down
HARYANA,PANCHKULA,2_weeks_ahead,45.84899545566504,Stable,64,734,598,stable
HARYANA,PANIPAT,2_weeks_ahead,55.220420596809475,Watchlist,168,1336,1694,accelerating_down
HARYANA,REWARI,2_weeks_ahead,48.214195153306854,Stable,113,1024,1138,accelerating_down
HARYANA,ROHTAK,2_weeks_ahead,50.506275289385286,Stable,138,811,1542,accelerating_down
HARYANA,SIRSA,2_weeks_ahead,58.19583129426555,Watchlist,175,1546,2171,accelerating_down
HARYANA,SONIPAT,2_weeks_ahead,56.14213698431755,Watchlist,190,1382,1604,accelerating_down
HARYANA,YAMUNANAGAR,2_weeks_ahead,57.72220235466315,Watchlist,176,1419,2026,accelerating_down
HIMACHAL PRADESH,BILASPUR,2_weeks_ahead,40.989161539014496,Stable,51,265,380,stable
HIMACHAL PRADESH,CHAMBA,2_weeks_ahead,46.77719337596991,Stable,75,698,588,stable
HIMACHAL PRADESH,HAMIRPUR,2_weeks_ahead,42.40201658966411,Stable,58,328,486,stable
HIMACHAL PRADESH,KANGRA,2_weeks_ahead,55.498538795923245,Watchlist,156,1258,1890,accelerating_down
HIMACHAL PRADESH,KINNAUR,2_weeks_ahead,33.52295669364082,Stable,7,55,59,accelerating_up
HIMACHAL PRADESH,KULLU,2_weeks_ahead,41.473904282301675,Stable,48,406,390,stable
HIMACHAL PRADESH,LAHUL AND SPITI,2_weeks_ahead,30.73238281811938,Stable,3,35,59,accelerating_up
HIMACHAL PRADESH,MANDI,2_weeks_ahead,43.158943193216295,Stable,106,492,832,declining
HIMACHAL PRADESH,SHIMLA,2_weeks_ahead,45.77472555891538,Stable,69,694,634,stable
HIMACHAL PRADESH,SIRMAUR,2_weeks_ahead,43.9615644480918,Stable,61,512,464,stable
HIMACHAL PRADESH,SOLAN,2_weeks_ahead,43.30888012303774,Stable,49,418,619,stable
HIMACHAL PRADESH,UNA,2_weeks_ahead,42.563757005199406,Stable,54,325,621,stable
Haryana,Ambala,2_weeks_ahead,23.098218517267668,Stable,1,29,21,rising
Haryana,Bhiwani,2_weeks_ahead,22.607566644979947,Stable,2,8,14,accelerating_up
Haryana,Panchkula,2_weeks_ahead,16.129541031710982,Stable,0,11,5,rising
Haryana,Yamuna Nagar,2_weeks_ahead,14.452674618294695,Stable,0,6,14,stable
Himachal Pradesh,Hamirpur,2_weeks_ahead,4.063452084645933,Stable,0,0,1,stable
Himachal Pradesh,Kangra,2_weeks_ahead,21.624615820385852,Stable,1,22,36,stable
Himachal Pradesh,Kullu,2_weeks_ahead,8.026467173417059,Stable,0,1,0,stable
Himachal Pradesh,Mandi,2_weeks_ahead,35.39655168925207,Stable,14,134,156,stable
Himachal Pradesh,Shimla,2_weeks_ahead,9.180456202104708,Stable,0,1,1,stable
Himachal Pradesh,Sirmaur,2_weeks_ahead,13.435118083692124,Stable,1,5,3,stable
JAMMU AND KASHMIR,ANANTNAG,2_weeks_ahead,55.61681768758788,Watchlist,167,1076,2368,accelerating_down
JAMMU AND KASHMIR,BANDIPORA,2_weeks_ahead,44.9496298434306,Stable,76,408,591,stable
JAMMU AND KASHMIR,BARAMULLA,2_weeks_ahead,57.98777163053,Watchlist,255,1231,1467,accelerating_down
JAMMU AND KASHMIR,BUDGAM,2_weeks_ahead,51.36309071278241,Stable,184,945,1071,accelerating_down
JAMMU AND KASHMIR,DODA,2_weeks_ahead,47.373267337128794,Stable,237,493,790,accelerating_down
JAMMU AND KASHMIR,GANDERBAL,2_weeks_ahead,38.12112231328042,Stable,58,374,578,accelerating_down
JAMMU AND KASHMIR,JAMMU,2_weeks_ahead,57.66490747629201,Watchlist,216,1222,1845,accelerating_down
JAMMU AND KASHMIR,KATHUA,2_weeks_ahead,48.43980683556633,Stable,223,743,845,accelerating_down
JAMMU AND KASHMIR,KISHTWAR,2_weeks_ahead,42.849082465029184,Stable,76,238,461,stable
JAMMU AND KASHMIR,KULGAM,2_weeks_ahead,43.39690373609242,Stable,60,349,566,stable
JAMMU AND KASHMIR,KUPWARA,2_weeks_ahead,48.697839735629586,Stable,127,883,1140,accelerating_down
JAMMU AND KASHMIR,POONCH,2_weeks_ahead,44.93909502012194,Stable,154,462,807,accelerating_down
JAMMU AND KASHMIR,PULWAMA,2_weeks_ahead,43.38519864054735,Stable,102,616,727,declining
JAMMU AND KASHMIR,RAJOURI,2_weeks_ahead,49.36419239308975,Stable,150,609,1362,accelerating_down
JAMMU AND KASHMIR,RAMBAN,2_weeks_ahead,56.331186155802364,Watchlist,168,425,650,rising
JAMMU AND KASHMIR,REASI,2_weeks_ahead,52.2567013331372,Stable,119,401,515,accelerating_up
JAMMU AND KASHMIR,SAMBA,2_weeks_ahead,40.21163818073566,Stable,46,307,298,stable
JAMMU AND KASHMIR,SHOPIAN,2_weeks_ahead,43.33541343618838,Stable,66,446,386,stable
JAMMU AND KASHMIR,SRINAGAR,2_weeks_ahead,54.82065200042833,Stable,117,1403,2157,accelerating_down
JAMMU AND KASHMIR,UDHAMPUR,2_weeks_ahead,46.756698072668954,Stable,182,558,796,accelerating_down
JHARKHAND,BOKARO,2_weeks_ahead,63.431969258323065,Watchlist,276,2101,1708,accelerating_down
JHARKHAND,CHATRA,2_weeks_ahead,58.069047589798686,Watchlist,251,1537,1158,accelerating_down
JHARKHAND,DEOGHAR,2_weeks_ahead,61.65681315576447,Watchlist,368,1707,1181,accelerating_down
JHARKHAND,DHANBAD,2_weeks_ahead,67.2971791865197,Watchlist,297,2586,2120,accelerating_down
JHARKHAND,DUMKA,2_weeks_ahead,59.898304624741236,Watchlist,202,1379,944,stable
JHARKHAND,EAST SINGHBUM,2_weeks_ahead,68.96144263013147,Watchlist,502,2393,2079,accelerating_down
JHARKHAND,GARHWA,2_weeks_ahead,61.91219331028453,Watchlist,273,1605,1631,accelerating_down
JHARKHAND,GIRIDIH,2_weeks_ahead,70.99471161853727,Emerging_Risk,575,3166,1743,accelerating_down
JHARKHAND,GODDA,2_weeks_ahead,59.913284515535246,Watchlist,241,1621,1449,accelerating_down
JHARKHAND,GUMLA,2_weeks_ahead,55.65087817895677,Watchlist,164,1468,1379,accelerating_down
JHARKHAND,HAZARIBAGH,2_weeks_ahead,59.3740270821873,Watchlist,219,2004,1248,accelerating_down
JHARKHAND,JAMTARA,2_weeks_ahead,49.63130238063185,Stable,186,1065,683,accelerating_down
JHARKHAND,KHUNTI,2_weeks_ahead,47.26154454285759,Stable,90,666,488,stable
JHARKHAND,KODERMA,2_weeks_ahead,55.70553521142892,Watchlist,185,893,836,stable
JHARKHAND,LATEHAR,2_weeks_ahead,53.08401569912394,Stable,118,1222,657,stable
JHARKHAND,LOHARDAGA,2_weeks_ahead,47.54541066498386,Stable,182,790,714,accelerating_down
JHARKHAND,PAKUR,2_weeks_ahead,46.61317136555196,Stable,69,813,618,stable
JHARKHAND,PALAMU,2_weeks_ahead,71.0933346794727,Emerging_Risk,401,3024,2447,accelerating_down
JHARKHAND,RAMGARH,2_weeks_ahead,51.86167113882847,Stable,116,981,689,stable
JHARKHAND,RANCHI,2_weeks_ahead,69.61293398090972,Watchlist,334,2875,2488,accelerating_down
JHARKHAND,SAHEBGANJ,2_weeks_ahead,63.34542195219471,Watchlist,239,1564,1113,stable
JHARKHAND,SARAIKELA KHARSAWAN,2_weeks_ahead,52.079346967727844,Stable,185,1032,1052,declining
JHARKHAND,SIMDEGA,2_weeks_ahead,48.55508430741758,Stable,69,686,940,stable
JHARKHAND,WEST SINGHBHUM,2_weeks_ahead,66.54324919495612,Watchlist,324,2180,2333,accelerating_down
Jammu and Kashmir,Anantnag,2_weeks_ahead,24.297213916074103,Stable,1,12,25,accelerating_up
Jammu and Kashmir,Baramula,2_weeks_ahead,38.32929675173351,Stable,24,76,89,accelerating_up
Jammu and Kashmir,Kargil,2_weeks_ahead,15.047923349201747,Stable,1,7,2,accelerating_up
Jammu and Kashmir,Kulgam,2_weeks_ahead,15.56899245615888,Stable,0,4,21,rising
Jammu and Kashmir,Leh,2_weeks_ahead,8.343597127401711,Stable,0,1,1,stable
Jammu and Kashmir,Pulwama,2_weeks_ahead,29.53710018968443,Stable,3,25,54,accelerating_up
Jammu and Kashmir,Punch,2_weeks_ahead,34.882286138360556,Stable,17,159,499,stable
Jammu and Kashmir,Srinagar,2_weeks_ahead,27.659238652256366,Stable,1,60,92,accelerating_up
Jammu and Kashmir,Udhampur,2_weeks_ahead,32.90680867628043,Stable,16,33,34,accelerating_up
Jharkhand,Bokaro,2_weeks_ahead,6.767916064779759,Stable,0,0,2,stable
Jharkhand,Dhanbad,2_weeks_ahead,17.94478921727598,Stable,0,12,19,accelerating_up
Jharkhand,East Singhbhum,2_weeks_ahead,40.16044000577121,Stable,18,144,171,accelerating_up
Jharkhand,Garhwa,2_weeks_ahead,22.492489913702094,Stable,2,4,14,accelerating_up
Jharkhand,Gumla,2_weeks_ahead,46.52594574807152,Stable,43,595,306,rising
Jharkhand,Hazaribag,2_weeks_ahead,18.763206322322404,Stable,0,2,1,accelerating_up
Jharkhand,Hazaribagh,2_weeks_ahead,33.05585291171722,Stable,16,178,152,stable
Jharkhand,Latehar,2_weeks_ahead,10.859798339059973,Stable,0,3,1,stable
